Plot_ID,Date,stage,B2,B3,B4,RE1,RE2,RE3,NIR,RE4,SWIR1,SWIR2,VV,VH
4,24-04-2018,MS,0.1291028,0.1287681,0.1245119,0.1579445,0.2314723,0.2768855,0.2719971,0.3155277,0.2377054,0.1458673,-9.706,-16.303
75,14-01-2019,EVS,0.1255768,0.1133094,0.090932,0.1228353,0.1647153,0.1820087,0.1549629,0.1790577,0.0826554,0.0471762,-12.166,-21.643
28,05-03-2018,LVS,0.1120698,0.0958091,0.0672826,0.0872224,0.2478625,0.4024702,0.3932122,0.4384786,0.1723741,0.0733142,-15.816,-21.748
44,23-02-2019,MVS,0.1049673,0.0920791,0.0574638,0.0863356,0.2686733,0.3902686,0.3737221,0.4115233,0.1744336,0.075012,-11.386,-17.165
17,23-02-2018,MVS,0.1190833,0.1057309,0.0784072,0.1038573,0.2396442,0.3310901,0.3185217,0.3576545,0.1679001,0.0796772,-11.793,-18.121
38,30-03-2019,ERS,0.1212936,0.1099909,0.0792164,0.1073808,0.2430262,0.3549418,0.3485838,0.3935613,0.1539024,0.0699183,-12.166,-14.293
21,25-03-2018,ERS,0.1353397,0.1147561,0.089708,0.1013676,0.2197878,0.3390995,0.3251363,0.3728779,0.1493328,0.0645331,-12.842,-20.442
21,30-03-2019,ERS,0.1224545,0.1097038,0.0801703,0.1074084,0.2328857,0.3273152,0.3181009,0.3635931,0.14025,0.0624451,-10.309,-15.437
52,04-05-2019,MS,0.1543376,0.1625634,0.200218,0.2387973,0.2943496,0.3347398,0.3337262,0.3882018,0.4247965,0.2784208,-9.361,-17.088
38,25-03-2018,ERS,0.1357545,0.1159383,0.0903607,0.1049494,0.2258577,0.3428758,0.3304662,0.3757876,0.1585721,0.0714508,-15.102,-20.388
26,05-03-2019,LVS,0.0984618,0.0847568,0.054551,0.0781719,0.2608947,0.408148,0.3872467,0.4410532,0.165269,0.0709368,-16.843,-22.725
91,05-03-2018,LVS,0.1136947,0.0980039,0.0708858,0.0908333,0.2305074,0.3565064,0.3557822,0.3897912,0.1520189,0.0674301,-18.726,-20.687
74,04-05-2019,MS,0.165904,0.1802582,0.2320291,0.2553542,0.2967716,0.3335162,0.3272457,0.3777661,0.4198222,0.2831095,-11.47,-20.514
2,24-04-2019,MS,0.1169764,0.1168531,0.1038835,0.1461537,0.2488205,0.2996455,0.289608,0.3301321,0.2296801,0.1282056,-11.879,-19.565
88,14-04-2019,LRS,0.1188234,0.1177409,0.0939616,0.1380943,0.2544685,0.3146262,0.2997459,0.349642,0.1787977,0.0929513,-10.762,-16.872
76,13-02-2019,MVS,0.1140301,0.1154183,0.0726429,0.1324184,0.3175963,0.3862096,0.3770809,0.4018843,0.1621022,0.0810081,-10.009,-19.65
92,30-03-2019,ERS,0.1194419,0.1058486,0.0757105,0.1005602,0.2383363,0.3660661,0.354141,0.406262,0.1456567,0.0619708,-13.75,-14.124
31,24-04-2018,MS,0.1135008,0.1057182,0.0833342,0.1135576,0.2409578,0.3205151,0.3168137,0.3605253,0.2048267,0.1036378,-9.934,-15.834
10,13-02-2019,MVS,0.0984663,0.086687,0.0547306,0.0871996,0.2569466,0.346757,0.3266437,0.3611985,0.1625146,0.0760992,-11.135,-18.571
79,14-04-2019,LRS,0.1170375,0.1110199,0.0888956,0.1245333,0.247392,0.3111074,0.2949957,0.3463843,0.1771244,0.0890901,-11.834,-17.214
97,25-03-2018,ERS,0.1379619,0.1185322,0.0936771,0.1073761,0.2267919,0.3502635,0.337694,0.3880766,0.160381,0.0722508,-15.372,-21.087
43,20-03-2019,ERS,0.1096744,0.094699,0.0645508,0.086975,0.2436929,0.3979582,0.3798603,0.4332193,0.17072,0.0732254,-16.248,-22.043
43,24-04-2018,MS,0.1134231,0.1055045,0.0824707,0.1136769,0.2334685,0.310031,0.3073068,0.3497201,0.1878168,0.0972819,-6.887,-11.953
11,04-05-2019,MS,0.1637519,0.1761497,0.2271571,0.2533459,0.2935383,0.3327575,0.3287033,0.3746409,0.4036554,0.2675555,-12.356,-20.049
99,05-03-2018,LVS,0.1144137,0.1007991,0.0712146,0.0973571,0.2442381,0.3443658,0.3397937,0.3667325,0.1605781,0.0749341,-11.614,-16.647
18,20-03-2019,ERS,0.1160778,0.1073469,0.0775125,0.1059655,0.2398234,0.3330995,0.319405,0.3665616,0.1580238,0.0743101,-11.263,-17.878
81,05-03-2019,LVS,0.1017349,0.0891598,0.0616076,0.0891341,0.2302683,0.3275762,0.3254227,0.3488004,0.1555137,0.07553,-13.279,-18.359
11,05-03-2018,LVS,0.1153252,0.1014341,0.0754892,0.0993843,0.20643,0.2658551,0.2493907,0.2778,0.1253882,0.0589819,-10.054,-17.599
94,24-04-2019,MS,0.1151162,0.111987,0.09888,0.1358908,0.2325532,0.2769095,0.2693511,0.3085165,0.2229746,0.1247309,-10.771,-14.77
65,14-01-2019,EVS,0.1254005,0.1072548,0.0846817,0.1069458,0.1332815,0.1480439,0.1347773,0.1439722,0.0645889,0.036246,-15.807,-23.878
40,30-03-2019,ERS,0.1202947,0.1095521,0.0788912,0.1071596,0.2438199,0.3537965,0.3429828,0.3912129,0.1517202,0.0664556,-12.403,-14.178
50,25-03-2018,ERS,0.1354827,0.1156111,0.0889225,0.1015049,0.2196743,0.3427701,0.3299923,0.3777953,0.1527051,0.0656107,-13.087,-21.105
45,08-02-2018,EVS,0.0981262,0.0856887,0.0627659,0.0835878,0.123608,0.1415859,0.1264913,0.1398837,0.0535593,0.0284631,-9.116,-28.249
10,24-04-2019,MS,0.1248921,0.1322938,0.1251634,0.1784473,0.2961601,0.3541271,0.3556364,0.400943,0.2850096,0.1650942,-12.689,-16.361
74,29-01-2018,EVS,0.1229696,0.1111582,0.0905008,0.1211,0.1988244,0.2312839,0.2217772,0.2429162,0.1515459,0.0912634,-9.171,-17.625
51,05-03-2019,LVS,0.0975182,0.0826412,0.0541347,0.0750244,0.2495972,0.4010161,0.380142,0.4335083,0.1551041,0.0669756,-14.997,-20.885
9,24-04-2019,MS,0.1166385,0.1166873,0.1012069,0.1454625,0.2558987,0.307435,0.305966,0.3450018,0.2229043,0.1229925,-12.026,-16.856
55,20-03-2019,ERS,0.1100466,0.0946564,0.064396,0.0832434,0.238351,0.3866633,0.360465,0.4237059,0.1556895,0.0626241,-15.514,-18.657
48,23-02-2019,MVS,0.1036887,0.0878358,0.0562239,0.0804787,0.2490756,0.3772901,0.3605933,0.4011673,0.1505579,0.063894,-14.01,-17.738
3,25-03-2018,ERS,0.1386147,0.1197311,0.0957814,0.1091776,0.2145831,0.3206048,0.3081558,0.3517274,0.141153,0.0649743,-12.137,-14.828
2,24-04-2018,MS,0.1166366,0.1093822,0.0889188,0.1175177,0.2333761,0.3067975,0.2977231,0.3437498,0.1883094,0.0967436,-7.916,-16.105
44,24-01-2019,EVS,0.1740659,0.1579306,0.1354315,0.1550744,0.1917312,0.2084499,0.1896615,0.2110999,0.0905136,0.0486276,-12.14,-22.233
12,23-02-2019,MVS,0.1047345,0.0921875,0.0588493,0.0880134,0.2555092,0.3606935,0.3444208,0.3821749,0.1453287,0.0633709,-12.769,-18.97
87,30-03-2019,ERS,0.1219035,0.1111134,0.0797337,0.1104401,0.2522538,0.3699591,0.3589677,0.4057307,0.1611181,0.0762924,-12.108,-16.317
8,23-02-2019,MVS,0.1051765,0.0898699,0.0591065,0.08412,0.2380921,0.3378112,0.3143981,0.3544452,0.1492285,0.0658985,-12.36,-17.753
4,09-04-2018,LRS,0.1216692,0.1170168,0.0990616,0.1370943,0.2433404,0.3031849,0.2922115,0.3374734,0.2072063,0.1227929,-11.219,-18.831
89,24-04-2019,MS,0.1152462,0.1152212,0.0953536,0.1427207,0.2592623,0.3159963,0.3066547,0.3517374,0.1960767,0.1018669,-11.744,-16.705
11,05-03-2019,LVS,0.10016,0.0885012,0.0573393,0.082729,0.2454228,0.3510129,0.3309508,0.369279,0.1466276,0.0656353,-12.124,-18.491
44,14-01-2018,EVS,0.1357281,0.115911,0.1031807,0.11026,0.125792,0.1416293,0.1248319,0.1471961,0.1109161,0.0728155,-10.046,-17.739
32,13-02-2019,MVS,0.1001877,0.0895235,0.0525435,0.089478,0.2763464,0.3680208,0.3473374,0.3795012,0.1828383,0.0824141,-10.705,-17.971
64,20-03-2019,ERS,0.1097022,0.0945994,0.064752,0.0854797,0.2349355,0.3638648,0.3431597,0.3956756,0.1413379,0.0598212,-16.417,-22.137
6,30-03-2019,ERS,0.1191288,0.1101015,0.0796252,0.1119027,0.2466912,0.3494823,0.3446955,0.3846389,0.1624488,0.0785737,-11.362,-17.087
54,03-02-2019,EVS,0.1184489,0.1092499,0.0731337,0.112939,0.2171236,0.2514547,0.2345291,0.258979,0.1190195,0.0570925,-9.915,-21.151
39,08-02-2018,EVS,0.0951887,0.0837409,0.0592445,0.083481,0.1367733,0.1566253,0.1400408,0.1578373,0.06711,0.0349247,-9.898,-20.522
23,09-04-2018,LRS,0.1124241,0.1047592,0.0747737,0.108255,0.2534752,0.3502008,0.3300165,0.3862073,0.1638137,0.0738038,-11.486,-18.048
27,05-03-2019,LVS,0.0983812,0.0851251,0.0558731,0.0780635,0.2664454,0.4304501,0.4089491,0.462244,0.1738385,0.0740592,-17.688,-22.3
22,24-04-2018,MS,0.1161131,0.1094578,0.094276,0.1211676,0.2082567,0.2619008,0.2521679,0.2920592,0.1935274,0.1043587,-9.855,-14.037
99,29-01-2018,EVS,0.1352135,0.1224554,0.1061635,0.1261588,0.1459855,0.1578719,0.1431944,0.1531935,0.0529192,0.0314223,-13.567,-23.65
35,04-05-2019,MS,0.1456631,0.1500562,0.1758787,0.2144071,0.2693771,0.3087664,0.3059671,0.3532473,0.3973074,0.2602529,-9.954,-17.078
79,23-02-2018,MVS,0.1192892,0.1085741,0.0787512,0.1068184,0.2372666,0.3149321,0.3101497,0.3343376,0.1605764,0.0765485,-11.756,-16.978
65,23-02-2019,MVS,0.1059863,0.093111,0.0605186,0.0886847,0.2716892,0.3894876,0.373643,0.4118783,0.1660108,0.0728762,-12.992,-22.102
31,24-04-2019,MS,0.125668,0.1297284,0.1312604,0.1743361,0.2838154,0.3411595,0.3414418,0.3849568,0.2721316,0.1566474,-10.793,-17.302
64,03-02-2019,EVS,0.11711,0.1039529,0.0724924,0.1042413,0.1916513,0.222105,0.2062437,0.226611,0.1111995,0.0560605,-8.885,-20.625
77,30-03-2019,ERS,0.1207058,0.1095037,0.0798266,0.1067914,0.2374713,0.3499663,0.3348933,0.3858736,0.1437913,0.0642661,-9.827,-16.525
98,14-04-2019,LRS,0.1151727,0.1083052,0.0847416,0.1183072,0.2408033,0.3091948,0.2932571,0.3423842,0.1883757,0.0956181,-9.627,-18.891
42,20-03-2019,ERS,0.1095284,0.0938741,0.0632131,0.0839512,0.2388295,0.3880546,0.3661246,0.4231444,0.1582357,0.0647261,-16.799,-22.127
39,14-04-2019,LRS,0.1146548,0.1081519,0.0825158,0.117428,0.2479378,0.3189294,0.3026011,0.3553436,0.1820657,0.0897534,-12.751,-20.476
81,30-03-2019,ERS,0.1238947,0.1133774,0.0862678,0.1139831,0.2251454,0.3045807,0.3058521,0.3339439,0.1573,0.0804974,-9.11,-15.176
46,13-02-2019,MVS,0.1014856,0.094213,0.0545571,0.098569,0.2936601,0.3869115,0.3714754,0.4004008,0.1762494,0.0823669,-9.764,-18.772
35,05-03-2018,LVS,0.1141359,0.1006281,0.0703472,0.0966543,0.2567018,0.3771577,0.3672837,0.4047691,0.1809803,0.0806506,-10.972,-14.305
52,23-02-2018,MVS,0.1140924,0.0999767,0.0680757,0.0961858,0.2652408,0.3937071,0.3928465,0.4192251,0.1767749,0.0773685,-12.327,-18.115
5,24-04-2019,MS,0.1456127,0.152539,0.1868657,0.2176699,0.2845046,0.3297666,0.3311627,0.3807215,0.389956,0.253498,-13.751,-18.992
98,04-05-2019,MS,0.1512399,0.1589093,0.2005896,0.2323153,0.2781702,0.3148483,0.3102103,0.3574388,0.3980714,0.2656162,-11.526,-17.024
33,24-04-2019,MS,0.1170236,0.1182164,0.096971,0.1466439,0.2904469,0.3588293,0.3545446,0.3973467,0.2501997,0.1343314,-11.419,-17.501
91,09-04-2018,LRS,0.1123088,0.1032668,0.0752473,0.1079071,0.2486162,0.3406059,0.3308732,0.3760762,0.1686186,0.0791181,-15.294,-21.099
18,24-04-2018,MS,0.118932,0.1123054,0.098985,0.1246397,0.214843,0.2675459,0.2555619,0.2956518,0.2037198,0.1123074,-9.981,-15.71
98,14-01-2018,EVS,0.1344322,0.1146623,0.0924718,0.1064461,0.1344273,0.1519407,0.1414544,0.1543873,0.0665601,0.0345123,-8.763,-15.911
38,09-04-2018,LRS,0.1111987,0.1019753,0.0723788,0.1050155,0.2464812,0.3481588,0.3386847,0.3834959,0.1616877,0.0754415,-9.292,-14.99
58,08-02-2018,EVS,0.0914026,0.0769427,0.055304,0.0775644,0.1154601,0.1289831,0.1134412,0.1312455,0.0564618,0.0302122,-10.182,-22.506
47,05-03-2018,LVS,0.1139896,0.0996788,0.0717549,0.0962024,0.2530124,0.3793353,0.3822055,0.4115917,0.1826975,0.0827331,-16.558,-18.82
47,14-04-2019,LRS,0.1151315,0.108887,0.080563,0.117395,0.2698617,0.3571118,0.3443821,0.3951333,0.1879755,0.0916728,-13.177,-18.128
81,14-04-2019,LRS,0.1183954,0.1128957,0.0942968,0.1238146,0.230864,0.2825542,0.282515,0.3112268,0.1822852,0.0981351,-15.387,-17.445
13,13-02-2019,MVS,0.106141,0.0989223,0.0635267,0.1020497,0.293127,0.3806859,0.3796515,0.3968776,0.1653351,0.0761079,-10.13,-15.797
37,05-03-2018,LVS,0.1142294,0.0996977,0.0715585,0.097694,0.2543472,0.3789937,0.3838694,0.4111698,0.1903987,0.0902703,-12.188,-16.673
60,04-05-2019,MS,0.1554651,0.1661842,0.2071676,0.2468515,0.3037996,0.3471344,0.3432813,0.3979778,0.4222041,0.2757174,-10.971,-19.465
34,05-03-2019,LVS,0.0995648,0.0854841,0.0568728,0.0800287,0.2602085,0.4099085,0.3880555,0.4377418,0.1710174,0.075689,-15.976,-17.7
80,24-04-2019,MS,0.1212428,0.122554,0.1116664,0.1517276,0.2820792,0.348449,0.3369843,0.3893085,0.2588035,0.1423446,-12.144,-16.289
39,30-03-2019,ERS,0.1212202,0.1095134,0.0790665,0.1069633,0.2416408,0.3525537,0.3380865,0.3907831,0.148269,0.0650933,-9.493,-13.507
52,09-04-2018,LRS,0.112053,0.1034474,0.0715088,0.1063723,0.261836,0.3700142,0.3538069,0.407415,0.1636075,0.0716045,-12.293,-15.728
20,14-01-2018,EVS,0.1400555,0.1255069,0.1080236,0.1233106,0.1382113,0.1519245,0.1354114,0.1483673,0.0493126,0.0254337,-14.128,-23.959
100,14-04-2019,LRS,0.1153661,0.108758,0.0841149,0.1193651,0.2500431,0.3221557,0.3089749,0.3593522,0.1815281,0.0904509,-13.126,-19.242
92,14-01-2019,EVS,0.136067,0.1197903,0.1049462,0.1186398,0.132955,0.1427251,0.1267992,0.1418871,0.0502404,0.0257216,-11.648,-18.322
58,14-01-2019,EVS,0.1236872,0.1046455,0.08057,0.1015502,0.1307975,0.1423337,0.1248927,0.1406532,0.0658218,0.0378331,-15.322,-21.376
48,04-05-2019,MS,0.1576582,0.165577,0.2134846,0.242942,0.2888267,0.3303626,0.3277965,0.3788759,0.4193599,0.2755018,-13.306,-19.219
27,13-02-2019,MVS,0.099483,0.0906316,0.0515912,0.0891565,0.2863265,0.3835161,0.3699591,0.3989066,0.1895778,0.0842331,-9.131,-22.826
42,05-03-2019,LVS,0.0993893,0.0852799,0.0557731,0.0797464,0.2641662,0.4124077,0.3920262,0.4432377,0.1702773,0.0728411,-14.348,-21.642
56,24-01-2019,EVS,0.1886456,0.1704515,0.1482507,0.1630594,0.192292,0.2060181,0.1891161,0.1998617,0.1009294,0.0542166,-12.537,-26.836
12,04-05-2019,MS,0.1579268,0.1683089,0.2108551,0.2401819,0.2855577,0.3251898,0.322082,0.369899,0.3858566,0.2516147,-12.404,-19.185
4,29-01-2018,EVS,0.1307066,0.1202492,0.106488,0.1380072,0.1814108,0.2011711,0.1870599,0.2117352,0.1617874,0.0968354,-11.355,-21.109
51,05-03-2018,LVS,0.112825,0.0979931,0.0691822,0.0901226,0.242369,0.3674885,0.3534767,0.3959795,0.1565605,0.0668836,-14.913,-15.676
74,14-01-2019,EVS,0.1248503,0.1130264,0.0850932,0.1204967,0.1760895,0.1999181,0.1820988,0.2019497,0.0857571,0.0470606,-10.539,-18.779
54,13-02-2019,MVS,0.1015583,0.0934556,0.0548729,0.0935034,0.2952734,0.3999899,0.3890992,0.4193007,0.1929292,0.0850963,-8.198,-16.894
9,05-03-2019,LVS,0.0998344,0.0858547,0.0577816,0.0809162,0.2480479,0.3829184,0.3640563,0.4114492,0.1523539,0.0669932,-13.467,-20.699
9,14-04-2019,LRS,0.1160114,0.110399,0.0850407,0.1211796,0.2542362,0.3244285,0.3144515,0.3639177,0.1833668,0.0903729,-11.21,-16.834
36,30-03-2019,ERS,0.1209562,0.1093873,0.079291,0.1083623,0.2410855,0.3512321,0.3440632,0.3866472,0.156141,0.0720973,-10.762,-14.12
53,30-03-2019,ERS,0.120605,0.109633,0.0790391,0.10671,0.2447297,0.3622566,0.3500187,0.4005372,0.1496048,0.0650314,-10.149,-12.266
63,24-04-2018,MS,0.1189912,0.1135715,0.0989932,0.1266059,0.2130362,0.2615606,0.2520929,0.290857,0.1895359,0.1053352,-12.038,-16.102
99,14-01-2018,EVS,0.1392012,0.1214663,0.1031678,0.1171444,0.1370755,0.1519672,0.1370471,0.1546468,0.0733206,0.03817,-16.499,-22.186
3,23-02-2019,MVS,0.1049798,0.0895593,0.0589496,0.0834566,0.2518566,0.3796257,0.3633033,0.4042673,0.1677836,0.0744599,-14.076,-19.554
57,08-02-2018,EVS,0.0975848,0.0898111,0.0595687,0.0885471,0.1596769,0.1784618,0.158544,0.1784876,0.0810569,0.0411318,-10.5,-17.17
57,09-04-2018,LRS,0.110707,0.1018813,0.0698846,0.1036887,0.2662801,0.3890546,0.3675829,0.4265168,0.1681451,0.0720387,-13.041,-17.337
8,13-02-2019,MVS,0.0994412,0.0875755,0.0539756,0.0921264,0.2506772,0.3218775,0.300846,0.3282951,0.1454094,0.0675756,-10.31,-19.506
30,24-01-2019,EVS,0.1694952,0.1513193,0.1279722,0.1446242,0.1760461,0.1901132,0.1720632,0.1868987,0.0756151,0.0409038,-12.653,-30.326
39,25-03-2018,ERS,0.1350301,0.1156958,0.0893452,0.1030774,0.2275011,0.3491685,0.3367355,0.3837301,0.1542614,0.0673495,-16.969,-23.009
23,23-02-2018,MVS,0.1148054,0.1000885,0.0686122,0.0929034,0.2602664,0.371671,0.3541098,0.4012134,0.1676817,0.0733618,-12.984,-20.306
19,24-01-2019,EVS,0.1572881,0.1421729,0.1148471,0.1427028,0.1865942,0.2045825,0.184687,0.208138,0.1044892,0.0599212,-14.16,-24.226
1,23-02-2018,MVS,0.1177303,0.1053882,0.0735947,0.1010043,0.2516072,0.3449974,0.330672,0.3653738,0.1727214,0.0795339,-10.786,-18.712
46,05-03-2018,LVS,0.1135121,0.0971185,0.0706302,0.0927033,0.242237,0.3721234,0.3649003,0.4073919,0.1657708,0.0750834,-14.65,-18.53
26,23-02-2019,MVS,0.1043864,0.0902287,0.0570092,0.0833678,0.2672576,0.3956468,0.3731676,0.4215775,0.1734281,0.0731365,-13.19,-20.961
53,08-02-2018,EVS,0.0924834,0.0879207,0.0507586,0.0915893,0.2522797,0.3121931,0.2880451,0.3271275,0.1457261,0.0648557,-10.085,-17.417
54,14-04-2019,LRS,0.1148268,0.1092424,0.0826823,0.119612,0.2578779,0.3264206,0.3118455,0.3631326,0.1887431,0.0918513,-15.328,-16.363
94,03-02-2019,EVS,0.1223995,0.112227,0.0823135,0.1145012,0.1677769,0.1863402,0.1717494,0.1857286,0.0757977,0.0397046,-13.272,-20.991
58,13-02-2019,MVS,0.1000114,0.0910454,0.0545026,0.0923034,0.2317671,0.2831862,0.2738421,0.2900511,0.1462817,0.0739784,-9.961,-18.996
90,30-03-2019,ERS,0.1196473,0.1100637,0.0816618,0.1115113,0.2351431,0.321608,0.306582,0.3560867,0.1542372,0.0724264,-10.7,-15.953
93,08-02-2018,EVS,0.0994646,0.0903055,0.064757,0.0982,0.1578615,0.1756692,0.1516739,0.1789769,0.0844231,0.0429692,-13.377,-20.712
51,13-02-2019,MVS,0.097622,0.0861776,0.0499421,0.0849694,0.2799207,0.3841987,0.3698768,0.3977277,0.1717218,0.074507,-12.172,-20.266
36,20-03-2019,ERS,0.1101844,0.0952467,0.0654043,0.0871502,0.2361616,0.3790401,0.36011,0.4122923,0.1661343,0.0712692,-15.045,-23.04
53,25-03-2018,ERS,0.134927,0.1143407,0.0884885,0.1014175,0.2259715,0.3482557,0.3357872,0.3849361,0.1536247,0.0659172,-19.305,-22.648
24,24-04-2018,MS,0.1148789,0.1057012,0.0861736,0.1127531,0.2213679,0.2884774,0.2867765,0.3266181,0.2059955,0.1059695,-8.155,-16.234
39,03-02-2019,EVS,0.1164506,0.1042379,0.0713341,0.1039901,0.1911706,0.2199369,0.2022468,0.2231606,0.103199,0.0503771,-9.889,-21.716
100,24-04-2018,MS,0.1150119,0.1086923,0.0889773,0.1186822,0.2203346,0.2807034,0.2690755,0.3117003,0.1820538,0.0950507,-8.443,-12.38
1,05-03-2018,LVS,0.1148879,0.1006264,0.0721389,0.0947017,0.2559808,0.3933411,0.3896888,0.4268238,0.1839659,0.0814728,-14.205,-19.4
11,23-02-2018,MVS,0.1177478,0.1039781,0.0764883,0.1003122,0.2142598,0.2746181,0.259362,0.2893697,0.1377798,0.06371,-8.496,-18.446
98,13-02-2019,MVS,0.1053935,0.1011954,0.0616071,0.1100181,0.2706377,0.3326833,0.3191634,0.3509173,0.1813928,0.086629,-7.221,-18.782
60,08-02-2018,EVS,0.1048208,0.1180802,0.0668841,0.1352113,0.2723929,0.3042516,0.2961021,0.3159629,0.145677,0.070365,-9.337,-18.089
26,09-04-2018,LRS,0.1109716,0.1020847,0.0697283,0.1041593,0.2703605,0.3932669,0.3741224,0.4349765,0.1709759,0.0740892,-12.643,-18.405
67,05-03-2019,LVS,0.0996133,0.0850746,0.0591876,0.0814356,0.2467317,0.392887,0.3726543,0.4219795,0.1607738,0.0707366,-11.638,-21.246
41,24-04-2019,MS,0.1143577,0.112088,0.0977201,0.1359531,0.2345837,0.2838898,0.2744566,0.3174388,0.2138592,0.1160163,-14.49,-18.368
68,20-03-2019,ERS,0.1128103,0.1022836,0.0701527,0.0989896,0.2612395,0.4002786,0.3799068,0.4401153,0.1674385,0.0729067,-10.211,-16.669
94,23-02-2018,MVS,0.1167294,0.1055709,0.0738069,0.1028627,0.2490602,0.3380904,0.3039327,0.3513458,0.179704,0.0835698,-11.443,-15.082
20,24-01-2019,EVS,0.1614826,0.1478758,0.1238075,0.151132,0.1948302,0.2120484,0.1901273,0.2100839,0.0885021,0.0464319,-13.828,-26.03
64,04-05-2019,MS,0.1493958,0.1564514,0.1894092,0.2254506,0.2736967,0.3130598,0.3050003,0.3549389,0.3818202,0.2494536,-11.136,-17.342
43,05-03-2019,LVS,0.0987045,0.0855707,0.0557848,0.0822028,0.263833,0.4090276,0.3937557,0.4356772,0.1740609,0.0771287,-17.391,-19.719
52,03-02-2019,EVS,0.1153156,0.1028706,0.0680463,0.1018412,0.198819,0.232681,0.2154981,0.2393593,0.1088721,0.0534783,-8.693,-16.672
31,14-04-2019,LRS,0.1173125,0.1144484,0.0850941,0.1310443,0.3063728,0.4046604,0.3890456,0.4476726,0.2213503,0.1094577,-13.314,-18.56
57,24-04-2018,MS,0.1134352,0.1047207,0.0827802,0.1125173,0.2276225,0.3011269,0.2949849,0.338137,0.1894503,0.0961159,-9.036,-12.896
19,05-03-2019,LVS,0.099601,0.0853045,0.0576317,0.0818742,0.2550024,0.3965334,0.3816774,0.4253857,0.1689648,0.0776198,-14.699,-24.771
97,03-02-2019,EVS,0.1218985,0.1071213,0.0834496,0.1080085,0.1494932,0.1643251,0.1515272,0.1636643,0.0642977,0.033849,-9.955,-23.291
95,05-03-2019,LVS,0.0996933,0.088355,0.0559734,0.0836896,0.2892905,0.4467486,0.4211523,0.4772356,0.1838131,0.0781878,-13.888,-23.627
64,24-04-2018,MS,0.118484,0.1128619,0.0996953,0.127473,0.2025133,0.2429622,0.2346258,0.2720048,0.1911145,0.107191,-8.121,-12.689
22,05-03-2019,LVS,0.0974713,0.0829274,0.054196,0.0754006,0.2490014,0.4031237,0.3829468,0.4364936,0.1598346,0.0684894,-16.391,-19.482
76,25-03-2018,ERS,0.1381697,0.1184071,0.0943687,0.1067125,0.2234145,0.3356137,0.3247071,0.368071,0.1611228,0.0741373,-12.883,-18.993
74,24-01-2019,EVS,0.1457455,0.1293321,0.0988751,0.1293134,0.2246954,0.2658713,0.2450113,0.2721924,0.1468513,0.074373,-7.695,-19.439
91,24-04-2018,MS,0.11537,0.1074196,0.0900192,0.1180669,0.215575,0.2755071,0.2681108,0.3077096,0.186465,0.099,-11.474,-19.519
77,03-02-2019,EVS,0.1240529,0.1153794,0.0842237,0.1255732,0.1926739,0.2168443,0.1990389,0.2185032,0.0881973,0.0449875,-11.144,-19.203
90,05-03-2019,LVS,0.0993461,0.0857093,0.0565965,0.0796318,0.2428509,0.3759943,0.3566755,0.4047711,0.1429116,0.0635428,-13.345,-16.227
97,24-04-2018,MS,0.1181293,0.1125621,0.0951343,0.1238799,0.2317695,0.2952581,0.2858072,0.3315797,0.1980272,0.1054442,-8.497,-12.863
36,25-03-2018,ERS,0.1354567,0.1159172,0.0908441,0.105069,0.2227977,0.345461,0.3383845,0.3807437,0.1663982,0.0769058,-17.109,-18.488
52,30-03-2019,ERS,0.1203445,0.1098644,0.078641,0.106515,0.2481912,0.3644155,0.3519244,0.4032235,0.1507761,0.0651606,-9.426,-16.73
19,25-03-2018,ERS,0.1360692,0.1165225,0.0915336,0.1049158,0.2225083,0.3376754,0.3265309,0.3703985,0.1638978,0.074813,-13.692,-17.166
88,30-03-2019,ERS,0.1193295,0.1114228,0.0818266,0.1149755,0.2457279,0.3336833,0.3184815,0.3648076,0.1493324,0.0731118,-11.037,-16.348
96,14-01-2018,EVS,0.1382518,0.1194345,0.1026674,0.1133308,0.1305401,0.1435054,0.1280843,0.150319,0.1030815,0.0594994,-9.195,-16.498
26,05-03-2018,LVS,0.1129204,0.0974348,0.0677812,0.0887831,0.251741,0.3906491,0.3818356,0.4215027,0.1700283,0.0736877,-14.124,-18.069
99,23-02-2019,MVS,0.1080975,0.0974034,0.0628964,0.097732,0.2868975,0.4006667,0.3822976,0.4287906,0.1733068,0.0768669,-11.736,-18.152
97,14-01-2018,EVS,0.1375011,0.1186077,0.1007807,0.1112657,0.1296401,0.1452162,0.1270022,0.1489602,0.0936751,0.0553706,-8.146,-15.29
95,23-02-2018,MVS,0.1156076,0.1034619,0.0697525,0.0970543,0.2670785,0.3733306,0.3526863,0.3995224,0.1788155,0.0792744,-10.938,-16.133
26,14-04-2019,LRS,0.1158549,0.1097574,0.0872516,0.1230281,0.245583,0.315374,0.2997398,0.3459395,0.1997316,0.1018766,-15.539,-20.318
84,24-04-2019,MS,0.1147704,0.1157442,0.0948241,0.1411841,0.2657472,0.3248182,0.3197991,0.3600512,0.2105603,0.1106397,-13.092,-19.568
77,13-02-2019,MVS,0.1103756,0.1117439,0.0672979,0.1192914,0.2798345,0.3357577,0.3275483,0.3503136,0.1655345,0.0801879,-11.054,-20.304
52,24-01-2019,EVS,0.1661875,0.1459384,0.1197288,0.1366562,0.1705504,0.1849354,0.1615529,0.1809358,0.0747956,0.0421942,-11.513,-37.709
